#    L    TT             TE             EE             BB             PP
   323    0.32963E+04    0.11626E+03    0.13362E+02    0.35823E-01    0.35731E-07
   324    0.32638E+04    0.11571E+03    0.13549E+02    0.35965E-01    0.35601E-07
   325    0.32315E+04    0.11514E+03    0.13733E+02    0.36107E-01    0.35472E-07
   326    0.31993E+04    0.11452E+03    0.13918E+02    0.36248E-01    0.35344E-07
   327    0.31673E+04    0.11387E+03    0.14103E+02    0.36388E-01    0.35216E-07
   328    0.31356E+04    0.11319E+03    0.14286E+02    0.36527E-01    0.35089E-07
   329    0.31040E+04    0.11246E+03    0.14469E+02    0.36666E-01    0.34963E-07
   330    0.30726E+04    0.11169E+03    0.14651E+02    0.36804E-01    0.34837E-07
   331    0.30415E+04    0.11090E+03    0.14832E+02    0.36942E-01    0.34712E-07
   332    0.30106E+04    0.11007E+03    0.15013E+02    0.37079E-01    0.34588E-07
   333    0.29799E+04    0.10921E+03    0.15192E+02    0.37216E-01    0.34465E-07
   334    0.29495E+04    0.10831E+03    0.15371E+02    0.37352E-01    0.34342E-07
   335    0.29193E+04    0.10738E+03    0.15547E+02    0.37487E-01    0.34220E-07
   336    0.28893E+04    0.10641E+03    0.15722E+02    0.37622E-01    0.34098E-07
   337    0.28597E+04    0.10540E+03    0.15897E+02    0.37756E-01    0.33977E-07
   338    0.28303E+04    0.10436E+03    0.16070E+02    0.37890E-01    0.33857E-07
   339    0.28012E+04    0.10329E+03    0.16242E+02    0.38023E-01    0.33737E-07
   340    0.27724E+04    0.10220E+03    0.16412E+02    0.38156E-01    0.33618E-07
   341    0.27438E+04    0.10106E+03    0.16580E+02    0.38289E-01    0.33500E-07
   342    0.27156E+04    0.99891E+02    0.16748E+02    0.38421E-01    0.33382E-07
   343    0.26877E+04    0.98692E+02    0.16913E+02    0.38552E-01    0.33265E-07
   344    0.26602E+04    0.97464E+02    0.17076E+02    0.38684E-01    0.33148E-07
   345    0.26329E+04    0.96205E+02    0.17237E+02    0.38815E-01    0.33032E-07
   346    0.26060E+04    0.94924E+02    0.17398E+02    0.38945E-01    0.32917E-07
   347    0.25794E+04    0.93606E+02    0.17555E+02    0.39075E-01    0.32802E-07
   348    0.25531E+04    0.92258E+02    0.17710E+02    0.39205E-01    0.32688E-07
   349    0.25272E+04    0.90880E+02    0.17864E+02    0.39335E-01    0.32574E-07
   350    0.25016E+04    0.89479E+02    0.18014E+02    0.39465E-01    0.32461E-07
   351    0.24766E+04    0.88048E+02    0.18163E+02    0.39594E-01    0.32348E-07
   352    0.24517E+04    0.86588E+02    0.18310E+02    0.39723E-01    0.32236E-07
   353    0.24273E+04    0.85113E+02    0.18454E+02    0.39852E-01    0.32125E-07
   354    0.24031E+04    0.83600E+02    0.18595E+02    0.39980E-01    0.32014E-07
   355    0.23794E+04    0.82065E+02    0.18735E+02    0.40109E-01    0.31903E-07
   356    0.23561E+04    0.80514E+02    0.18872E+02    0.40237E-01    0.31794E-07
   357    0.23332E+04    0.78934E+02    0.19006E+02    0.40366E-01    0.31684E-07
   358    0.23107E+04    0.77339E+02    0.19136E+02    0.40494E-01    0.31576E-07
   359    0.22885E+04    0.75715E+02    0.19264E+02    0.40622E-01    0.31467E-07
   360    0.22668E+04    0.74071E+02    0.19390E+02    0.40750E-01    0.31360E-07
   361    0.22455E+04    0.72405E+02    0.19512E+02    0.40878E-01    0.31252E-07
   362    0.22246E+04    0.70718E+02    0.19632E+02    0.41007E-01    0.31146E-07
   363    0.22041E+04    0.69014E+02    0.19749E+02    0.41135E-01    0.31040E-07
   364    0.21840E+04    0.67288E+02    0.19862E+02    0.41263E-01    0.30934E-07
   365    0.21643E+04    0.65546E+02    0.19973E+02    0.41392E-01    0.30829E-07
   366    0.21450E+04    0.63786E+02    0.20081E+02    0.41520E-01    0.30724E-07
   367    0.21262E+04    0.62010E+02    0.20184E+02    0.41649E-01    0.30620E-07
   368    0.21077E+04    0.60219E+02    0.20285E+02    0.41778E-01    0.30517E-07
   369    0.20898E+04    0.58410E+02    0.20383E+02    0.41907E-01    0.30414E-07
   370    0.20723E+04    0.56590E+02    0.20478E+02    0.42036E-01    0.30311E-07
   371    0.20552E+04    0.54754E+02    0.20568E+02    0.42165E-01    0.30209E-07
   372    0.20385E+04    0.52908E+02    0.20656E+02    0.42295E-01    0.30107E-07
   373    0.20222E+04    0.51047E+02    0.20740E+02    0.42425E-01    0.30006E-07
   374    0.20064E+04    0.49176E+02    0.20821E+02    0.42555E-01    0.29906E-07
   375    0.19910E+04    0.47295E+02    0.20898E+02    0.42685E-01    0.29805E-07
   376    0.19761E+04    0.45403E+02    0.20972E+02    0.42816E-01    0.29706E-07
   377    0.19617E+04    0.43504E+02    0.21042E+02    0.42947E-01    0.29607E-07
   378    0.19476E+04    0.41595E+02    0.21108E+02    0.43079E-01    0.29508E-07
   379    0.19340E+04    0.39680E+02    0.21171E+02    0.43211E-01    0.29410E-07
   380    0.19209E+04    0.37757E+02    0.21231E+02    0.43343E-01    0.29312E-07
   381    0.19081E+04    0.35829E+02    0.21284E+02    0.43476E-01    0.29214E-07
   382    0.18958E+04    0.33896E+02    0.21336E+02    0.43609E-01    0.29118E-07
   383    0.18840E+04    0.31958E+02    0.21383E+02    0.43743E-01    0.29021E-07
   384    0.18727E+04    0.30018E+02    0.21426E+02    0.43877E-01    0.28925E-07
   385    0.18617E+04    0.28075E+02    0.21467E+02    0.44011E-01    0.28830E-07
   386    0.18512E+04    0.26130E+02    0.21503E+02    0.44146E-01    0.28735E-07
   387    0.18411E+04    0.24183E+02    0.21535E+02    0.44282E-01    0.28640E-07
   388    0.18314E+04    0.22237E+02    0.21563E+02    0.44418E-01    0.28546E-07
   389    0.18222E+04    0.20291E+02    0.21585E+02    0.44555E-01    0.28452E-07
   390    0.18135E+04    0.18348E+02    0.21607E+02    0.44692E-01    0.28358E-07
   391    0.18052E+04    0.16405E+02    0.21623E+02    0.44830E-01    0.28266E-07
   392    0.17973E+04    0.14467E+02    0.21637E+02    0.44968E-01    0.28173E-07
   393    0.17899E+04    0.12531E+02    0.21646E+02    0.45107E-01    0.28081E-07
   394    0.17828E+04    0.10602E+02    0.21651E+02    0.45247E-01    0.27989E-07
   395    0.17762E+04    0.86756E+01    0.21651E+02    0.45388E-01    0.27898E-07
   396    0.17700E+04    0.67571E+01    0.21648E+02    0.45529E-01    0.27807E-07
   397    0.17642E+04    0.48448E+01    0.21641E+02    0.45671E-01    0.27717E-07
   398    0.17589E+04    0.29400E+01    0.21630E+02    0.45813E-01    0.27627E-07
   399    0.17540E+04    0.10436E+01    0.21615E+02    0.45956E-01    0.27537E-07
   400    0.17494E+04   -0.84359E+00    0.21597E+02    0.46100E-01    0.27448E-07
   401    0.17453E+04   -0.27209E+01    0.21573E+02    0.46245E-01    0.27359E-07
   402    0.17417E+04   -0.45874E+01    0.21546E+02    0.46391E-01    0.27271E-07
   403    0.17384E+04   -0.64425E+01    0.21515E+02    0.46537E-01    0.27183E-07
   404    0.17355E+04   -0.82847E+01    0.21480E+02    0.46684E-01    0.27095E-07
   405    0.17331E+04   -0.10115E+02    0.21441E+02    0.46832E-01    0.27008E-07
   406    0.17309E+04   -0.11930E+02    0.21399E+02    0.46981E-01    0.26921E-07
   407    0.17292E+04   -0.13733E+02    0.21352E+02    0.47131E-01    0.26834E-07
   408    0.17279E+04   -0.15519E+02    0.21301E+02    0.47282E-01    0.26748E-07
   409    0.17270E+04   -0.17290E+02    0.21248E+02    0.47433E-01    0.26662E-07
   410    0.17264E+04   -0.19044E+02    0.21189E+02    0.47586E-01    0.26577E-07
   411    0.17263E+04   -0.20781E+02    0.21128E+02    0.47739E-01    0.26492E-07
   412    0.17265E+04   -0.22501E+02    0.21063E+02    0.47893E-01    0.26407E-07
   413    0.17270E+04   -0.24201E+02    0.20994E+02    0.48048E-01    0.26323E-07
   414    0.17278E+04   -0.25883E+02    0.20921E+02    0.48205E-01    0.26239E-07
   415    0.17291E+04   -0.27544E+02    0.20846E+02    0.48362E-01    0.26156E-07
   416    0.17307E+04   -0.29186E+02    0.20766E+02    0.48520E-01    0.26073E-07
   417    0.17326E+04   -0.30807E+02    0.20683E+02    0.48679E-01    0.25990E-07
   418    0.17349E+04   -0.32405E+02    0.20595E+02    0.48839E-01    0.25908E-07
   419    0.17375E+04   -0.33981E+02    0.20504E+02    0.49000E-01    0.25826E-07
   420    0.17404E+04   -0.35534E+02    0.20411E+02    0.49163E-01    0.25744E-07
   421    0.17437E+04   -0.37064E+02    0.20314E+02    0.49326E-01    0.25663E-07
   422    0.17473E+04   -0.38570E+02    0.20214E+02    0.49490E-01    0.25582E-07
   423    0.17512E+04   -0.40051E+02    0.20110E+02    0.49655E-01    0.25501E-07
   424    0.17553E+04   -0.41507E+02    0.20002E+02    0.49822E-01    0.25421E-07
   425    0.17598E+04   -0.42937E+02    0.19892E+02    0.49989E-01    0.25341E-07
   426    0.17646E+04   -0.44340E+02    0.19779E+02    0.50158E-01    0.25261E-07
   427    0.17696E+04   -0.45718E+02    0.19662E+02    0.50327E-01    0.25182E-07
   428    0.17749E+04   -0.47067E+02    0.19542E+02    0.50498E-01    0.25103E-07
   429    0.17805E+04   -0.48388E+02    0.19420E+02    0.50669E-01    0.25025E-07
   430    0.17864E+04   -0.49682E+02    0.19295E+02    0.50842E-01    0.24947E-07
   431    0.17925E+04   -0.50947E+02    0.19167E+02    0.51016E-01    0.24869E-07
   432    0.17988E+04   -0.52183E+02    0.19035E+02    0.51191E-01    0.24792E-07
   433    0.18055E+04   -0.53389E+02    0.18903E+02    0.51367E-01    0.24715E-07
   434    0.18123E+04   -0.54566E+02    0.18766E+02    0.51544E-01    0.24638E-07
   435    0.18193E+04   -0.55712E+02    0.18628E+02    0.51722E-01    0.24561E-07
   436    0.18266E+04   -0.56828E+02    0.18488E+02    0.51901E-01    0.24485E-07
   437    0.18342E+04   -0.57912E+02    0.18344E+02    0.52082E-01    0.24409E-07
   438    0.18419E+04   -0.58964E+02    0.18198E+02    0.52263E-01    0.24334E-07
   439    0.18499E+04   -0.59986E+02    0.18051E+02    0.52445E-01    0.24259E-07
   440    0.18580E+04   -0.60974E+02    0.17901E+02    0.52629E-01    0.24184E-07
   441    0.18664E+04   -0.61931E+02    0.17748E+02    0.52813E-01    0.24110E-07
   442    0.18748E+04   -0.62854E+02    0.17594E+02    0.52999E-01    0.24036E-07
   443    0.18836E+04   -0.63745E+02    0.17438E+02    0.53186E-01    0.23962E-07
   444    0.18925E+04   -0.64602E+02    0.17280E+02    0.53373E-01    0.23888E-07
   445    0.19015E+04   -0.65425E+02    0.17119E+02    0.53562E-01    0.23815E-07
   446    0.19106E+04   -0.66214E+02    0.16958E+02    0.53751E-01    0.23742E-07
   447    0.19200E+04   -0.66970E+02    0.16795E+02    0.53942E-01    0.23670E-07
   448    0.19294E+04   -0.67691E+02    0.16630E+02    0.54133E-01    0.23598E-07
   449    0.19390E+04   -0.68377E+02    0.16464E+02    0.54326E-01    0.23526E-07
   450    0.19488E+04   -0.69030E+02    0.16297E+02    0.54519E-01    0.23454E-07
   451    0.19586E+04   -0.69647E+02    0.16128E+02    0.54713E-01    0.23383E-07
   452    0.19686E+04   -0.70230E+02    0.15958E+02    0.54909E-01    0.23312E-07
   453    0.19787E+04   -0.70778E+02    0.15787E+02    0.55105E-01    0.23241E-07
   454    0.19889E+04   -0.71292E+02    0.15616E+02    0.55302E-01    0.23171E-07
   455    0.19991E+04   -0.71772E+02    0.15443E+02    0.55500E-01    0.23101E-07
   456    0.20096E+04   -0.72211E+02    0.15269E+02    0.55698E-01    0.23031E-07
   457    0.20200E+04   -0.72624E+02    0.15095E+02    0.55898E-01    0.22962E-07
   458    0.20305E+04   -0.72991E+02    0.14920E+02    0.56098E-01    0.22893E-07
   459    0.20411E+04   -0.73329E+02    0.14746E+02    0.56299E-01    0.22824E-07
   460    0.20518E+04   -0.73631E+02    0.14570E+02    0.56501E-01    0.22755E-07
   461    0.20625E+04   -0.73899E+02    0.14393E+02    0.56704E-01    0.22687E-07
   462    0.20732E+04   -0.74126E+02    0.14217E+02    0.56907E-01    0.22619E-07
   463    0.20840E+04   -0.74330E+02    0.14041E+02    0.57112E-01    0.22551E-07
   464    0.20947E+04   -0.74483E+02    0.13865E+02    0.57316E-01    0.22484E-07
   465    0.21055E+04   -0.74614E+02    0.13689E+02    0.57522E-01    0.22417E-07
   466    0.21163E+04   -0.74701E+02    0.13512E+02    0.57728E-01    0.22350E-07
   467    0.21272E+04   -0.74758E+02    0.13337E+02    0.57935E-01    0.22283E-07
   468    0.21381E+04   -0.74778E+02    0.13162E+02    0.58142E-01    0.22217E-07
   469    0.21489E+04   -0.74769E+02    0.12986E+02    0.58350E-01    0.22151E-07
   470    0.21598E+04   -0.74722E+02    0.12812E+02    0.58559E-01    0.22086E-07
   471    0.21705E+04   -0.74639E+02    0.12639E+02    0.58768E-01    0.22020E-07
   472    0.21813E+04   -0.74527E+02    0.12466E+02    0.58978E-01    0.21955E-07
   473    0.21921E+04   -0.74377E+02    0.12294E+02    0.59188E-01    0.21890E-07
   474    0.22029E+04   -0.74198E+02    0.12124E+02    0.59399E-01    0.21826E-07
   475    0.22136E+04   -0.73983E+02    0.11954E+02    0.59610E-01    0.21761E-07
   476    0.22242E+04   -0.73732E+02    0.11786E+02    0.59821E-01    0.21697E-07
   477    0.22348E+04   -0.73457E+02    0.11619E+02    0.60033E-01    0.21634E-07
   478    0.22453E+04   -0.73138E+02    0.11452E+02    0.60246E-01    0.21570E-07
   479    0.22558E+04   -0.72801E+02    0.11288E+02    0.60459E-01    0.21507E-07
   480    0.22662E+04   -0.72424E+02    0.11125E+02    0.60672E-01    0.21444E-07
   481    0.22765E+04   -0.72014E+02    0.10964E+02    0.60885E-01    0.21382E-07
   482    0.22868E+04   -0.71574E+02    0.10805E+02    0.61099E-01    0.21319E-07
   483    0.22969E+04   -0.71108E+02    0.10648E+02    0.61313E-01    0.21257E-07
   484    0.23069E+04   -0.70610E+02    0.10492E+02    0.61527E-01    0.21195E-07
   485    0.23169E+04   -0.70081E+02    0.10339E+02    0.61742E-01    0.21133E-07
   486    0.23267E+04   -0.69523E+02    0.10188E+02    0.61957E-01    0.21072E-07
   487    0.23365E+04   -0.68937E+02    0.10040E+02    0.62171E-01    0.21011E-07
   488    0.23460E+04   -0.68321E+02    0.98928E+01    0.62387E-01    0.20950E-07
   489    0.23555E+04   -0.67677E+02    0.97488E+01    0.62602E-01    0.20890E-07
   490    0.23650E+04   -0.67005E+02    0.96079E+01    0.62817E-01    0.20829E-07
   491    0.23741E+04   -0.66307E+02    0.94692E+01    0.63033E-01    0.20769E-07
   492    0.23832E+04   -0.65582E+02    0.93335E+01    0.63248E-01    0.20709E-07
   493    0.23922E+04   -0.64830E+02    0.91992E+01    0.63464E-01    0.20650E-07
   494    0.24011E+04   -0.64053E+02    0.90695E+01    0.63679E-01    0.20590E-07
   495    0.24097E+04   -0.63251E+02    0.89420E+01    0.63894E-01    0.20531E-07
   496    0.24181E+04   -0.62424E+02    0.88182E+01    0.64110E-01    0.20473E-07
   497    0.24264E+04   -0.61572E+02    0.86973E+01    0.64325E-01    0.20414E-07
   498    0.24346E+04   -0.60699E+02    0.85787E+01    0.64540E-01    0.20356E-07
   499    0.24427E+04   -0.59800E+02    0.84646E+01    0.64755E-01    0.20297E-07
   500    0.24506E+04   -0.58881E+02    0.83527E+01    0.64970E-01    0.20240E-07
   501    0.24581E+04   -0.57940E+02    0.82452E+01    0.65185E-01    0.20182E-07
   502    0.24657E+04   -0.56976E+02    0.81415E+01    0.65399E-01    0.20125E-07
   503    0.24730E+04   -0.55993E+02    0.80407E+01    0.65614E-01    0.20067E-07
   504    0.24800E+04   -0.54989E+02    0.79436E+01    0.65828E-01    0.20010E-07
   505    0.24871E+04   -0.53967E+02    0.78510E+01    0.66041E-01    0.19954E-07
   506    0.24938E+04   -0.52925E+02    0.77622E+01    0.66254E-01    0.19897E-07
   507    0.25004E+04   -0.51866E+02    0.76769E+01    0.66467E-01    0.19841E-07
   508    0.25067E+04   -0.50789E+02    0.75963E+01    0.66680E-01    0.19785E-07
   509    0.25129E+04   -0.49696E+02    0.75192E+01    0.66892E-01    0.19729E-07
   510    0.25187E+04   -0.48587E+02    0.74465E+01    0.67103E-01    0.19674E-07
   511    0.25245E+04   -0.47462E+02    0.73777E+01    0.67314E-01    0.19618E-07
   512    0.25300E+04   -0.46322E+02    0.73134E+01    0.67524E-01    0.19563E-07
   513    0.25354E+04   -0.45170E+02    0.72532E+01    0.67734E-01    0.19508E-07
   514    0.25405E+04   -0.44004E+02    0.71976E+01    0.67944E-01    0.19454E-07
   515    0.25454E+04   -0.42825E+02    0.71463E+01    0.68152E-01    0.19399E-07
   516    0.25501E+04   -0.41635E+02    0.70996E+01    0.68360E-01    0.19345E-07
   517    0.25545E+04   -0.40434E+02    0.70575E+01    0.68567E-01    0.19291E-07
   518    0.25588E+04   -0.39222E+02    0.70199E+01    0.68774E-01    0.19237E-07
   519    0.25629E+04   -0.38000E+02    0.69870E+01    0.68980E-01    0.19184E-07
   520    0.25667E+04   -0.36770E+02    0.69587E+01    0.69184E-01    0.19130E-07
   521    0.25702E+04   -0.35532E+02    0.69351E+01    0.69389E-01    0.19077E-07
   522    0.25735E+04   -0.34286E+02    0.69165E+01    0.69592E-01    0.19024E-07
   523    0.25766E+04   -0.33034E+02    0.69026E+01    0.69794E-01    0.18972E-07
   524    0.25795E+04   -0.31776E+02    0.68935E+01    0.69996E-01    0.18919E-07
   525    0.25821E+04   -0.30511E+02    0.68893E+01    0.70196E-01    0.18867E-07
   526    0.25845E+04   -0.29243E+02    0.68901E+01    0.70396E-01    0.18815E-07
   527    0.25869E+04   -0.27971E+02    0.68957E+01    0.70594E-01    0.18763E-07
   528    0.25888E+04   -0.26696E+02    0.69063E+01    0.70792E-01    0.18712E-07
   529    0.25906E+04   -0.25419E+02    0.69221E+01    0.70988E-01    0.18660E-07
   530    0.25920E+04   -0.24142E+02    0.69428E+01    0.71184E-01    0.18609E-07
   531    0.25935E+04   -0.22862E+02    0.69685E+01    0.71378E-01    0.18558E-07
   532    0.25945E+04   -0.21582E+02    0.69993E+01    0.71571E-01    0.18507E-07
   533    0.25953E+04   -0.20304E+02    0.70352E+01    0.71763E-01    0.18457E-07
   534    0.25959E+04   -0.19028E+02    0.70763E+01    0.71954E-01    0.18406E-07
   535    0.25963E+04   -0.17754E+02    0.71225E+01    0.72144E-01    0.18356E-07
   536    0.25964E+04   -0.16482E+02    0.71738E+01    0.72332E-01    0.18306E-07
   537    0.25964E+04   -0.15214E+02    0.72302E+01    0.72519E-01    0.18257E-07
   538    0.25960E+04   -0.13951E+02    0.72919E+01    0.72705E-01    0.18207E-07
   539    0.25955E+04   -0.12693E+02    0.73585E+01    0.72890E-01    0.18158E-07
   540    0.25948E+04   -0.11441E+02    0.74306E+01    0.73073E-01    0.18109E-07
   541    0.25937E+04   -0.10196E+02    0.75076E+01    0.73255E-01    0.18060E-07
   542    0.25926E+04   -0.89583E+01    0.75898E+01    0.73436E-01    0.18011E-07
   543    0.25911E+04   -0.77287E+01    0.76773E+01    0.73615E-01    0.17962E-07
   544    0.25895E+04   -0.65079E+01    0.77698E+01    0.73793E-01    0.17914E-07
   545    0.25876E+04   -0.52964E+01    0.78675E+01    0.73970E-01    0.17866E-07
   546    0.25855E+04   -0.40953E+01    0.79701E+01    0.74145E-01    0.17818E-07
   547    0.25832E+04   -0.29049E+01    0.80778E+01    0.74319E-01    0.17770E-07
   548    0.25807E+04   -0.17262E+01    0.81906E+01    0.74491E-01    0.17723E-07
   549    0.25779E+04   -0.55984E+00    0.83085E+01    0.74662E-01    0.17675E-07
   550    0.25750E+04    0.59354E+00    0.84315E+01    0.74831E-01    0.17628E-07
