CID,IDSURVEY,zCMB,zHD,zHEL,MU,MUERR_FINAL
PS16aer,150,0.05668,0.05693,0.05547,37.1480,0.1039
PS16axi,150,0.04056,0.04089,0.03930,36.2574,0.1016
PS16ayd,150,0.05485,0.05469,0.05399,37.0591,0.0739
PS16bby,150,0.05430,0.05468,0.05342,36.8831,0.1034
PS16bnz,150,0.06398,0.06446,0.06270,37.1607,0.0905
PS16cqa,150,0.04433,0.04521,0.04386,36.6606,0.1940
PS16cvc,150,0.02844,0.02915,0.02954,35.8410,0.1031
PS16dnp,150,0.04998,0.05023,0.05127,36.9849,0.0936
PS16el,150,0.04896,0.04940,0.04781,36.6820,0.0928
PS16em,150,0.07113,0.07083,0.06982,37.5431,0.1510
PS16evk,150,0.05320,0.05262,0.05447,37.0809,0.1070
PS16fa,150,0.04734,0.04760,0.04611,36.7047,0.1010
PS16fbb,150,0.05139,0.05106,0.05250,36.8492,0.0987
PS16n,150,0.05268,0.05309,0.05273,36.9805,0.0831
PS17akj,150,0.04780,0.04777,0.04681,36.6724,0.1043
PS17bii,150,0.07467,0.07446,0.07339,37.4632,0.1058
PS17tn,150,0.04549,0.04590,0.04470,36.4750,0.1216
PS17yt,150,0.07046,0.07073,0.06976,37.5194,0.0704
PSNJ0153424,150,0.02474,0.02556,0.02565,35.2529,0.1471
PSNJ0859349,150,0.02874,0.02938,0.02812,35.5399,0.1395
PSNJ1204051,150,0.04502,0.04545,0.04385,36.6451,0.1094
PSNJ2352371,150,0.02525,0.02596,0.02648,35.4599,0.1268
PTSS17-niq,150,0.06910,0.06897,0.06828,37.3848,0.0827
SN2016aqb,150,0.06419,0.06384,0.06289,37.2086,0.0739
SN2016ayg,150,0.04328,0.04349,0.04269,36.5529,0.0935
SN2016esh,150,0.04488,0.04583,0.04457,36.4046,0.0991
SN2016glp,150,0.08366,0.08410,0.08493,38.0701,0.1290
SN2016glz,150,0.03975,0.04077,0.04099,36.1981,0.1065
SN2016gmb,150,0.05708,0.05830,0.05827,37.0993,0.1051
SN2016grz,150,0.08656,0.08704,0.08748,38.0989,0.1210
SN2016hhv,150,0.06067,0.06121,0.06194,37.3413,0.1216
SN2016hpx,150,0.03370,0.03282,0.03338,35.7316,0.1135
SN2016ixf,150,0.06723,0.06711,0.06602,37.5388,0.1100
SN2017cii,150,0.03337,0.03289,0.03323,35.9567,0.1025
SN2017cjv,150,0.06079,0.06092,0.05953,37.2189,0.0896
SN2017ckx,150,0.02779,0.02858,0.02716,35.6228,0.1261
SN2017coa,150,0.04045,0.04095,0.04000,36.5069,0.1214
SN2017cpu,150,0.05529,0.05502,0.05440,36.8308,0.0872
SN2017hn,150,0.02492,0.02557,0.02385,35.2067,0.1183
SN2017mf,150,0.02618,0.02598,0.02561,35.3916,0.1237
SN2017ms,150,0.02538,0.02591,0.02448,35.3421,0.1160
iPTF17dz,150,0.09284,0.09293,0.09200,38.3430,0.2873
